GeoId|Geography|LEAID|Year|Iteration|PDP03.8_72pct|PDP03.8_72pctmoe|PDP03.8_73pct|PDP03.8_73pctmoe|PDP03.8_74pct|PDP03.8_74pctmoe|PDP03.8_75pct|PDP03.8_75pctmoe
97000US4807650|Alba-Golden Independent School District|4807650|2014-2018|202|8.1|6.1|8.1|6.1|8.1|6.1|-|**
97000US5600730|Albany County School District 1|5600730|2014-2018|202|6.8|3.1|6.8|3.1|6.8|3.1|0.0|93.8
97000US5500120|Albany School District|5500120|2014-2018|202|5.5|3.0|5.5|3.0|5.5|3.0|-|**
97000US5100090|Albemarle County Public Schools|5100090|2014-2018|202|6.8|1.9|6.8|1.9|6.7|1.9|37.8|54.2
95000US1703270|Albers School District 63|1703270|2014-2018|202|19.1|21.2|19.1|21.2|19.1|21.2|-|**
97000US1900031|Albert City-Truesdale Community School District|1900031|2014-2018|202|5.4|4.6|5.4|4.6|5.4|4.6|-|**
97000US0100005|Albertville City School District|0100005|2014-2018|202|35.8|8.1|35.8|8.1|35.8|8.1|-|**
97000US1903270|Albia Community School District|1903270|2014-2018|202|10.2|6.3|10.2|6.3|10.2|6.3|-|**
97000US3500060|Albuquerque Public Schools|3500060|2014-2018|202|16.6|1.1|16.6|1.1|16.6|1.1|4.8|6.0
97000US1903300|Alburnett Community School District|1903300|2014-2018|202|0.7|1.1|0.7|1.1|0.7|1.1|-|**
97000US4600028|Alcester-Hudson School District 61-1|4600028|2014-2018|202|13.0|8.4|13.0|8.4|13.1|8.4|0.0|100.0
97000US4700060|Alcoa City School District|4700060|2014-2018|202|17.9|9.7|17.9|9.7|17.9|9.7|-|**
97000US2800390|Alcorn School District|2800390|2014-2018|202|11.7|3.5|11.7|3.5|11.7|3.5|0.0|66.4
97000US1900032|Alden Community School District|1900032|2014-2018|202|4.6|4.1|4.6|4.1|4.6|4.1|-|**
97000US2703030|Alden-Conger Public School District|2703030|2014-2018|202|1.0|1.2|1.0|1.2|1.0|1.2|-|**
97000US1703300|Alden-Hebron School District 19|1703300|2014-2018|202|21.6|19.0|21.6|19.0|21.6|19.0|-|**
97000US4807710|Aldine Independent School District|4807710|2014-2018|202|26.8|1.7|26.9|1.8|27.0|1.8|6.7|10.8
97000US4807780|Aledo Independent School District|4807780|2014-2018|202|3.7|2.5|3.7|2.5|3.7|2.5|0.0|100.0
97000US0200007|Aleutians East Borough School District|0200007|2014-2018|202|11.2|3.1|11.2|3.1|11.2|3.1|-|**
97000US0100030|Alexander City City School District|0100030|2014-2018|202|25.1|8.8|25.1|8.8|25.1|8.8|-|**
97000US3700090|Alexander County Schools|3700090|2014-2018|202|16.9|5.1|16.9|5.1|17.0|5.1|0.0|72.5
97000US5100120|Alexandria City Public Schools|5100120|2014-2018|202|12.7|2.1|12.8|2.1|12.8|2.1|0.0|35.7
97000US1800120|Alexandria Community School Corporation|1800120|2014-2018|202|20.9|10.1|20.9|10.1|20.9|10.1|-|**
97000US2703060|Alexandria Public School District|2703060|2014-2018|202|6.0|2.3|6.0|2.3|6.0|2.3|0.0|68.8
95000US3400690|Alexandria Township School District|3400690|2014-2018|202|0.0|4.0|0.0|4.0|0.0|4.1|0.0|66.3
97000US5500150|Algoma School District|5500150|2014-2018|202|9.9|6.5|9.9|6.5|10.2|6.6|0.0|44.4
97000US1903360|Algona Community School District|1903360|2014-2018|202|6.1|3.2|6.1|3.2|6.1|3.2|-|**
95000US0400600|Alhambra Elementary District|0400600|2014-2018|202|35.3|4.1|35.3|4.1|35.4|4.0|0.0|48.1
97000US0600153|Alhambra Unified School District|0600153|2014-2018|202|13.8|1.9|13.8|1.9|13.9|1.9|0.0|23.3
97000US4807800|Alice Independent School District|4807800|2014-2018|202|24.6|7.3|24.9|7.3|25.1|7.3|0.0|60.1
97000US4807830|Alief Independent School District|4807830|2014-2018|202|25.0|1.8|25.0|1.8|24.9|1.8|48.1|30.4
97000US1903390|Allamakee Community School District|1903390|2014-2018|202|1.8|1.9|1.8|1.9|1.8|1.9|0.0|100.0
97000US3400720|Allamuchy Township School District|3400720|2014-2018|202|5.4|7.4|5.4|7.4|5.4|7.4|-|**
97000US2400030|Allegany County Public Schools|2400030|2014-2018|202|12.6|2.6|12.6|2.6|12.6|2.6|-|**
97000US3600015|Allegany-Limestone Central School District|3600015|2014-2018|202|8.1|3.8|8.1|3.8|8.3|3.9|0.0|66.3
97000US5100152|Alleghany County Public Schools|5100152|2014-2018|202|19.2|5.4|19.2|5.4|19.0|5.4|100.0|100.0
97000US3700120|Alleghany County Schools|3700120|2014-2018|202|29.7|8.7|29.7|8.7|30.2|8.8|0.0|60.4
97000US2100070|Allen County School District|2100070|2014-2018|202|20.8|5.9|20.8|5.9|20.5|5.9|100.0|73.6
97000US4807890|Allen Independent School District|4807890|2014-2018|202|4.2|1.2|4.2|1.2|4.2|1.2|0.0|48.0
97000US2200060|Allen Parish School District|2200060|2014-2018|202|14.7|5.7|14.7|5.7|14.7|5.7|-|**
95000US1703420|Allen Township Community Consolidated School District 65|1703420|2014-2018|202|9.1|8.2|9.1|8.2|9.1|8.2|-|**
95000US3400750|Allendale Borough School District|3400750|2014-2018|202|0.0|2.3|0.0|2.3|0.0|2.4|0.0|50.1
97000US1703450|Allendale Community Consolidated School District 17|1703450|2014-2018|202|11.5|8.1|11.5|8.1|11.6|8.2|0.0|100.0
97000US4500750|Allendale County School District|4500750|2014-2018|202|36.6|13.1|36.6|13.1|37.2|13.1|0.0|76.9
97000US3400810|Alloway Township School District|3400810|2014-2018|202|0.0|5.1|0.0|5.2|0.0|5.2|-|**
97000US5500210|Alma Center School District|5500210|2014-2018|202|11.2|4.5|11.2|4.5|11.2|4.5|-|**
97000US3100080|Alma Public Schools|3100080|2014-2018|202|2.3|4.1|2.3|4.1|2.3|4.1|-|**
97000US5500180|Alma School District|5500180|2014-2018|202|7.9|5.7|7.9|5.7|7.9|5.7|0.0|100.0
97000US5500240|Almond-Bancroft School District|5500240|2014-2018|202|9.2|5.7|9.2|5.7|9.2|5.7|-|**
97000US3400840|Alpha Borough School District|3400840|2014-2018|202|2.1|3.7|2.1|3.7|2.1|3.7|-|**
97000US3400870|Alpine Borough School District|3400870|2014-2018|202|8.3|6.5|8.3|6.5|8.4|6.6|0.0|100.0
97000US4807950|Alpine Independent School District|4807950|2014-2018|202|5.3|5.1|5.3|5.1|5.3|5.1|-|**
97000US4900030|Alpine School District|4900030|2014-2018|202|6.1|0.8|6.1|0.8|6.1|0.8|0.0|23.2
95000US1703480|Alsip-Hazelgreen-Oaklawn School District 126|1703480|2014-2018|202|10.4|5.3|10.4|5.3|10.4|5.3|-|**
97000US1903480|Alta Community School District|1903480|2014-2018|202|8.2|5.6|8.2|5.6|8.2|5.6|-|**
97000US1703510|Altamont Community Unit School District 10|1703510|2014-2018|202|11.4|8.0|11.4|8.0|11.4|8.0|-|**
95000US2903040|Altenburg 48 School District|2903040|2014-2018|202|8.6|8.9|8.6|8.9|8.6|8.9|-|**
97000US4807980|Alto Independent School District|4807980|2014-2018|202|30.2|14.8|30.2|14.8|30.6|14.9|0.0|100.0
97000US1703600|Alton Community Unit School District 11|1703600|2014-2018|202|20.8|3.8|20.9|3.8|21.0|3.8|0.0|49.0
97000US2903060|Alton R-IV School District|2903060|2014-2018|202|21.9|12.6|21.9|12.6|21.9|12.6|-|**
97000US5500270|Altoona School District|5500270|2014-2018|202|7.2|5.2|7.2|5.2|7.2|5.2|-|**
97000US4800011|Alvarado Independent School District|4800011|2014-2018|202|10.4|6.3|10.4|6.3|10.5|6.3|0.0|95.0
97000US1703660|Alwood Community Unit School District 225|1703660|2014-2018|202|7.9|6.9|7.9|6.9|7.9|6.9|-|**
97000US1703690|Amboy Community Unit School District 272|1703690|2014-2018|202|8.4|4.5|8.4|4.5|8.4|4.5|0.0|100.0
97000US5100180|Amelia County Public Schools|5100180|2014-2018|202|16.3|10.2|16.3|10.2|16.3|10.2|-|**
97000US1600060|American Falls Joint School District 381|1600060|2014-2018|202|10.6|7.5|10.6|7.5|10.6|7.5|-|**
97000US5500300|Amery School District|5500300|2014-2018|202|6.1|3.0|6.1|3.0|5.8|3.0|41.7|52.9
97000US1903540|Ames Community School District|1903540|2014-2018|202|3.6|1.8|3.6|1.8|3.6|1.9|0.0|43.2
97000US5100210|Amherst County Public Schools|5100210|2014-2018|202|12.1|4.1|12.1|4.1|12.1|4.1|-|**
97000US3100070|Amherst Public Schools|3100070|2014-2018|202|6.9|7.4|6.9|7.4|6.9|7.4|-|**
97000US2800420|Amite County School District|2800420|2014-2018|202|25.2|9.2|25.2|9.2|25.2|9.2|-|**
97000US2800450|Amory School District|2800450|2014-2018|202|24.0|11.9|24.0|11.9|24.0|11.9|-|**
97000US0400680|Amphitheater Unified District|0400680|2014-2018|202|12.9|2.2|12.9|2.2|13.0|2.2|0.0|36.1
97000US5300150|Anacortes School District|5300150|2014-2018|202|7.2|1.6|7.2|1.6|7.2|1.6|0.0|66.3
97000US4003000|Anadarko Public Schools|4003000|2014-2018|202|22.8|7.7|22.8|7.7|22.8|7.7|-|**
97000US1903570|Anamosa Community School District|1903570|2014-2018|202|9.3|5.5|9.3|5.5|9.3|5.5|-|**
95000US2100090|Anchorage Independent School District|2100090|2014-2018|202|1.3|2.0|1.3|2.0|1.3|2.0|-|**
97000US0200180|Anchorage School District|0200180|2014-2018|202|7.9|1.2|7.9|1.2|8.0|1.2|1.3|2.4
97000US0100060|Andalusia City School District|0100060|2014-2018|202|17.5|6.3|17.5|6.3|17.6|6.3|0.0|100.0
97000US1800150|Anderson Community School Corporation|1800150|2014-2018|202|25.8|3.4|25.8|3.4|25.9|3.5|0.0|52.0
97000US2100120|Anderson County School District|2100120|2014-2018|202|11.1|4.5|10.7|4.5|10.8|4.5|0.0|43.0
97000US4700090|Anderson County School District|4700090|2014-2018|202|11.5|3.7|11.5|3.7|11.5|3.7|0.0|97.3
95000US4003010|Anderson Public School|4003010|2014-2018|202|8.3|6.1|8.3|6.1|8.4|6.1|0.0|100.0
97000US4500780|Anderson School District 1|4500780|2014-2018|202|10.5|2.6|10.5|2.6|10.5|2.6|0.0|85.4
97000US4500810|Anderson School District 2|4500810|2014-2018|202|17.3|6.4|17.3|6.4|17.4|6.5|0.0|61.6
97000US4500840|Anderson School District 3|4500840|2014-2018|202|19.7|8.0|19.7|8.0|19.7|8.0|-|**
97000US4500870|Anderson School District 4|4500870|2014-2018|202|12.2|5.3|12.2|5.3|12.3|5.4|0.0|70.6
97000US4500900|Anderson School District 5|4500900|2014-2018|202|14.3|2.8|14.3|2.8|14.4|2.8|0.0|26.9
97000US3603030|Andover Central School District|3603030|2014-2018|202|15.2|8.1|15.2|8.1|15.4|8.2|0.0|100.0
97000US3400900|Andover Regional School District|3400900|2014-2018|202|0.0|2.9|0.0|2.9|0.0|3.1|0.0|33.5
95000US0900030|Andover School District|0900030|2014-2018|202|0.0|9.7|0.0|9.7|0.0|9.9|0.0|100.0
97000US2003360|Andover Unified School District 385|2003360|2014-2018|202|5.4|2.6|5.4|2.6|5.1|2.5|26.0|34.5
97000US1903630|Andrew Community School District|1903630|2014-2018|202|6.1|5.3|6.1|5.3|6.1|5.3|-|**
97000US1903690|Ankeny Community School District|1903690|2014-2018|202|3.6|2.0|3.6|2.0|3.4|1.8|100.0|38.8
95000US1703750|Anna Community Consolidated School District 37|1703750|2014-2018|202|28.5|15.1|28.5|15.1|28.5|15.1|-|**
96000US1703780|Anna Jonesboro Community High School District 81|1703780|2014-2018|202|18.9|13.0|18.9|13.0|19.2|13.0|0.0|82.3
97000US2703150|Annandale Public School District|2703150|2014-2018|202|0.9|0.8|0.9|0.8|0.9|0.8|0.0|40.4
97000US1703810|Annawan Community Unit School District 226|1703810|2014-2018|202|12.4|9.3|12.4|9.3|12.4|9.3|-|**
97000US2400060|Anne Arundel County Public Schools|2400060|2014-2018|202|4.3|0.6|4.3|0.6|4.3|0.6|5.2|7.9
97000US0200525|Annette Island School District|0200525|2014-2018|202|17.2|8.8|17.2|8.8|17.2|8.8|-|**
97000US0100090|Anniston City School District|0100090|2014-2018|202|36.3|7.4|36.3|7.4|37.1|7.5|0.0|40.7
97000US2703180|Anoka-Hennepin Public School District|2703180|2014-2018|202|4.5|0.7|4.5|0.7|4.4|0.7|27.3|35.6
97000US3100010|Anselmo-Merna Public Schools|3100010|2014-2018|202|16.8|11.3|16.8|11.3|16.8|11.3|-|**
97000US3103060|Ansley Public Schools|3103060|2014-2018|202|0.0|13.1|0.0|13.1|0.0|13.1|-|**
97000US3700180|Anson County Schools|3700180|2014-2018|202|21.9|5.5|21.9|5.5|22.0|5.5|0.0|74.6
97000US0900060|Ansonia School District|0900060|2014-2018|202|20.2|7.3|20.2|7.3|20.2|7.3|-|**
96000US0400720|Antelope Union High School District|0400720|2014-2018|202|22.1|16.2|22.1|16.2|22.3|16.3|0.0|100.0
97000US2003390|Anthony-Harper Unified School District 361|2003390|2014-2018|202|12.9|7.6|12.9|7.6|12.9|7.7|0.0|100.0
97000US5500360|Antigo School District|5500360|2014-2018|202|16.3|5.0|16.3|5.0|16.3|5.0|0.0|100.0
95000US1703840|Antioch Community Consolidated School District 34|1703840|2014-2018|202|2.7|1.7|2.7|1.7|2.7|1.7|-|**
96000US1703870|Antioch Community High School District 117|1703870|2014-2018|202|4.2|3.2|4.2|3.2|4.2|3.2|0.0|96.4
97000US4003060|Antlers Public Schools|4003060|2014-2018|202|15.0|5.5|15.0|5.5|15.0|5.5|-|**
97000US0400790|Apache Junction Unified District|0400790|2014-2018|202|15.4|4.5|15.4|4.5|15.7|4.5|0.0|27.7
97000US1903750|Aplington-Parkersburg Community School District|1903750|2014-2018|202|10.3|4.0|10.3|4.0|10.3|4.0|0.0|100.0
97000US0600017|Apple Valley Unified School District|0600017|2014-2018|202|17.8|3.2|17.8|3.2|17.7|3.2|23.6|25.2
97000US5500390|Appleton Area School District|5500390|2014-2018|202|10.1|1.7|10.1|1.7|10.1|1.7|0.0|26.7
97000US2903120|Appleton City R-II School District|2903120|2014-2018|202|8.1|5.6|8.1|5.6|8.2|5.7|0.0|100.0
97000US1300060|Appling County School District|1300060|2014-2018|202|20.3|6.0|20.3|6.0|20.3|6.0|-|**
97000US5100240|Appomattox County Public Schools|5100240|2014-2018|202|13.2|4.5|13.2|4.5|13.3|4.5|0.0|50.9
97000US1000080|Appoquinimink School District|1000080|2014-2018|202|1.8|1.2|1.8|1.2|1.8|1.2|0.0|34.9
95000US1703900|Aptakisic-Tripp Community Consolidated School District|1703900|2014-2018|202|6.0|4.5|6.0|4.5|6.0|4.5|-|**
97000US0100100|Arab City School District|0100100|2014-2018|202|15.7|3.7|15.6|3.6|15.5|3.7|33.3|43.1
97000US4003120|Arapaho Public Schools|4003120|2014-2018|202|5.6|6.5|5.6|6.5|5.7|6.5|0.0|95.0
97000US3103090|Arapahoe Public Schools|3103090|2014-2018|202|14.4|7.4|14.4|7.4|14.4|7.4|-|**
95000US1703930|Arbor Park School District 145|1703930|2014-2018|202|3.6|3.3|3.6|3.3|3.6|3.3|-|**
97000US5500420|Arcadia School District|5500420|2014-2018|202|5.2|3.2|5.2|3.2|5.2|3.2|-|**
97000US2903150|Arcadia Valley R-II School District|2903150|2014-2018|202|26.1|8.9|26.1|8.9|26.1|8.9|-|**
95000US0603000|Arcata Elementary School District|0603000|2014-2018|202|25.6|20.0|25.6|20.0|26.2|20.4|0.0|72.5
97000US2903200|Archie R-V School District|2903200|2014-2018|202|5.2|3.6|5.2|3.6|5.2|3.6|0.0|100.0
95000US0603060|Arcohe Union Elementary School District|0603060|2014-2018|202|0.0|6.6|0.0|6.6|0.0|6.6|-|**
97000US1703960|Arcola Consolidated Unit School District 306|1703960|2014-2018|202|9.8|6.9|9.8|6.9|9.8|6.9|-|**
97000US4003180|Ardmore Public Schools|4003180|2014-2018|202|23.4|6.1|23.4|6.1|23.0|6.1|100.0|62.2
97000US3603180|Ardsley Union Free School District|3603180|2014-2018|202|1.8|1.9|1.8|1.9|1.8|1.9|-|**
97000US2603060|Arenac Eastern School District|2603060|2014-2018|202|30.4|10.4|30.4|10.4|30.4|10.4|-|**
97000US1703990|Argenta-Oreana Community Unit School District 1|1703990|2014-2018|202|7.9|5.8|7.9|5.8|7.9|5.8|-|**
97000US2003430|Argonia Public Schools Unified School District 359|2003430|2014-2018|202|0.0|13.7|0.0|13.7|0.0|13.7|-|**
97000US1800180|Argos Community Schools|1800180|2014-2018|202|5.4|3.9|5.4|3.9|5.4|3.9|-|**
97000US3603210|Argyle Central School District|3603210|2014-2018|202|4.7|4.5|4.7|4.5|4.7|4.5|-|**
97000US5500450|Argyle School District|5500450|2014-2018|202|9.5|5.4|9.5|5.4|9.5|5.4|0.0|100.0
97000US2003450|Arkansas City Unified School District 470|2003450|2014-2018|202|19.1|7.1|19.1|7.1|19.1|7.1|-|**
97000US4003210|Arkoma Public Schools|4003210|2014-2018|202|39.7|12.9|39.7|12.9|39.7|12.9|-|**
97000US3603240|Arkport Central School District|3603240|2014-2018|202|11.8|6.6|11.8|6.6|11.8|6.6|-|**
97000US3603270|Arlington Central School District|3603270|2014-2018|202|4.1|1.5|4.1|1.5|4.1|1.5|0.0|49.4
97000US4700152|Arlington Community School District|4700152|2014-2018|202|4.3|3.4|4.3|3.4|4.3|3.5|0.0|54.4
97000US5100270|Arlington County Public Schools|5100270|2014-2018|202|5.0|1.3|5.0|1.3|5.1|1.3|0.0|12.9
97000US3103130|Arlington Public Schools|3103130|2014-2018|202|5.9|7.7|5.9|7.7|5.9|7.7|-|**
97000US5300240|Arlington School District|5300240|2014-2018|202|2.6|1.7|2.6|1.7|2.6|1.7|0.0|51.6
97000US4603720|Arlington School District 38-1|4603720|2014-2018|202|2.1|2.9|2.1|2.9|2.1|2.9|-|**
97000US2603240|Armada Area Schools|2603240|2014-2018|202|1.7|1.9|1.7|1.9|1.7|2.0|0.0|100.0
95000US0603180|Armona Union Elementary School District|0603180|2014-2018|202|25.9|11.6|25.9|11.6|27.1|12.1|0.0|44.4
97000US4603780|Armour School District 21-1|4603780|2014-2018|202|9.6|8.5|9.6|8.5|9.6|8.5|-|**
97000US3100073|Arnold Public Schools|3100073|2014-2018|202|0.9|1.4|0.9|1.4|0.9|1.4|0.0|100.0
97000US0691136|Aromas-San Juan Unified School District|0691136|2014-2018|202|11.0|7.1|11.0|7.1|9.4|6.6|59.1|52.4
97000US2382001|Aroostook Unorganized Territory|2382001|2014-2018|202|15.6|12.1|15.6|12.1|15.6|12.1|-|**
97000US3500120|Artesia Public Schools|3500120|2014-2018|202|16.3|6.1|16.3|6.1|16.3|6.1|-|**
97000US3103210|Arthur County Schools|3103210|2014-2018|202|6.3|5.2|6.3|5.2|4.3|4.2|100.0|100.0
95000US0603270|Arvin Union School District|0603270|2014-2018|202|30.4|6.6|30.4|6.6|30.4|6.6|-|**
97000US1903780|Ar-We-Va Community School District|1903780|2014-2018|202|2.6|2.3|2.6|2.3|2.6|2.3|-|**
97000US3400930|Asbury Park City School District|3400930|2014-2018|202|34.9|8.9|34.9|8.9|34.9|8.9|-|**
97000US2200090|Ascension Parish School District|2200090|2014-2018|202|9.0|1.7|9.0|1.7|8.9|1.7|87.1|48.7
97000US2903270|Ash Grove R-IV School District|2903270|2014-2018|202|7.9|6.1|7.9|6.1|8.0|6.2|0.0|72.9
97000US2703300|Ashby Public School District|2703300|2014-2018|202|7.1|5.7|7.1|5.7|7.1|5.7|-|**
97000US3700210|Ashe County Schools|3700210|2014-2018|202|19.3|5.2|19.3|5.2|19.3|5.2|-|**
97000US3700240|Asheboro City Schools|3700240|2014-2018|202|25.8|8.2|25.8|8.2|25.9|8.3|0.0|61.6
97000US4003300|Asher Public Schools|4003300|2014-2018|202|19.4|7.9|19.4|7.9|17.9|7.7|100.0|100.0
97000US3700270|Asheville City Schools|3700270|2014-2018|202|8.3|3.0|8.3|3.0|8.5|3.1|0.0|42.3
95000US0900090|Ashford School District|0900090|2014-2018|202|6.7|5.8|6.7|5.8|6.7|5.8|-|**
97000US2100150|Ashland Independent School District|2100150|2014-2018|202|20.6|4.6|20.6|4.6|20.6|4.6|0.0|100.0
97000US5500510|Ashland School District|5500510|2014-2018|202|13.2|4.4|13.2|4.4|13.2|4.4|0.0|100.0
97000US3100034|Ashland-Greenwood Public Schools|3100034|2014-2018|202|5.1|3.3|5.1|3.3|5.1|3.3|-|**
97000US2603480|Ashley Community Schools|2603480|2014-2018|202|13.0|6.1|13.0|6.1|13.0|6.1|-|**
97000US5500540|Ashwaubenon School District|5500540|2014-2018|202|2.6|2.1|2.6|2.1|2.6|2.1|0.0|39.1
97000US2200120|Assumption Parish School District|2200120|2014-2018|202|17.3|4.8|17.3|4.8|17.4|4.8|0.0|62.8
97000US0603300|Atascadero Unified School District|0603300|2014-2018|202|9.2|4.5|9.2|4.5|9.2|4.5|-|**
97000US2003540|Atchison Public Schools Unified School District 409|2003540|2014-2018|202|21.7|9.4|21.7|9.4|22.1|9.5|0.0|45.3
97000US2603510|Athens Area Schools|2603510|2014-2018|202|16.1|8.6|16.1|8.6|16.1|8.6|-|**
97000US0100120|Athens City School District|0100120|2014-2018|202|14.7|5.3|14.7|5.3|14.7|5.3|-|**
95000US4700120|Athens City Schools|4700120|2014-2018|202|32.4|9.2|32.4|9.2|32.6|9.3|0.0|92.8
97000US5500570|Athens School District|5500570|2014-2018|202|11.0|4.3|11.0|4.3|11.1|4.4|0.0|100.0
97000US2603540|Atherton Community Schools|2603540|2014-2018|202|14.9|10.4|14.9|10.4|15.4|10.7|0.0|44.3
97000US1300090|Atkinson County School District|1300090|2014-2018|202|38.5|9.0|38.5|9.0|38.2|8.9|100.0|100.0
97000US2903480|Atlanta C-3 Schools|2903480|2014-2018|202|22.7|12.6|22.7|12.6|22.7|12.6|-|**
97000US1300120|Atlanta City School District|1300120|2014-2018|202|21.0|1.3|21.0|1.3|21.0|1.3|16.7|22.2
97000US2603570|Atlanta Community Schools|2603570|2014-2018|202|33.0|15.3|33.0|15.3|33.0|15.3|-|**
97000US3400960|Atlantic City School District|3400960|2014-2018|202|42.4|5.4|42.4|5.4|42.6|5.5|25.4|38.1
97000US1903930|Atlantic Community School District|1903930|2014-2018|202|9.5|6.8|9.5|6.8|9.7|6.9|0.0|40.5
97000US4003360|Atoka Public Schools|4003360|2014-2018|202|27.2|8.7|27.2|8.7|27.6|8.9|0.0|77.5
97000US2800510|Attala County School District|2800510|2014-2018|202|15.2|8.0|15.2|8.0|14.3|7.7|100.0|88.4
